游客记录哈希,游客性别,游客年龄,游客年龄段,游客来源省,景点名称,景点类型,景点等级,所在城市,所在省份,门票价格,访问日期,访问年份,访问月份,访问季度,访问时长(小时),消费金额,门票消费,其他消费,评分,是否跟团,团费,行程天数,主要景点,交通方式,季节,是否节假日,推荐程度,满意度
476c489c7cc1,女,60,56+,广东省,南京博物院,文博院馆,4A,南京市,江苏,0,2024-10-29,2024,10,4,2.1,126.67,0,126.67,3.9,否,,,,,秋季,是,推荐,满意
6f9ccfc21719,女,68,56+,江西省,上海欢乐谷,主题公园,4A,上海市,上海,230,2023-09-01,2023,9,3,3.9,707.87,230,477.87,4.0,否,,,,,秋季,否,推荐,满意
d01d5d258ebc,男,41,36-45,山西省,明皇陵,历史遗址,4A,滁州市,安徽,70,2023-06-09,2023,6,2,6.0,70.0,70,0.0,4.0,是,912.0,6.0,"丽水云和梯田,木兰文化生态旅游区,都江堰,少林寺,宁波天一阁,惠州西湖",空调大巴,夏季,否,推荐,满意
34d7e930af06,女,34,26-35,内蒙古自治区,泉州清境桃源,自然风光,4A,泉州市,福建,50,2024-01-02,2024,1,1,7.7,50.0,50,0.0,4.9,否,,,,,冬季,是,强烈推荐,非常满意
650750e742f5,男,51,46-55,北京市,锦州笔架山,自然风光,4A,锦州市,辽宁,65,2024-12-01,2024,12,4,7.8,119.96,65,54.96,4.6,否,,,,,冬季,是,强烈推荐,非常满意
c302c761dfd5,男,29,26-35,海南省,紫鹊界梯田,自然风光,4A,娄底市,湖南,68,2024-06-18,2024,6,2,2.7,68.0,68,0.0,4.3,否,,,,,夏季,否,推荐,满意
845e4053249f,男,56,56+,安徽省,阜新海棠山,自然文化,4A,阜新市,辽宁,50,2022-12-31,2022,12,4,4.6,50.0,50,0.0,4.3,是,1333.0,6.0,"上海自然博物馆,陈家祠,三峡人家",飞机+大巴,冬季,是,推荐,满意
1effaf24e974,女,19,18-25,重庆市,向海自然保护区,自然风光,4A,白城市,吉林,70,2024-09-08,2024,9,3,3.3,171.01999999999998,70,101.02,3.8,否,,,,,秋季,是,推荐,满意
48a404e07a41,男,51,46-55,河南省,哈尔滨冰雪大世界,主题公园,4A,哈尔滨市,黑龙江,330,2023-01-21,2023,1,1,4.2,330.0,330,0.0,3.7,是,2186.0,7.0,"重渡沟,六鼎山,中山陵,沙家浜,抚仙湖,乐山大佛",飞机+大巴,冬季,是,推荐,满意
a34ea7eecb34,男,30,26-35,浙江省,大兴安岭漠河北极村,自然风光,4A,大兴安岭地区,黑龙江,68,2024-02-05,2024,2,1,1.4,211.87,68,143.87,4.4,否,,,,,冬季,是,推荐,满意
be7621375df2,男,70,56+,台湾省,白水洋,自然风光,5A,宁德市,福建,120,2024-07-07,2024,7,3,2.8,120.0,120,0.0,4.1,否,,,,,夏季,是,推荐,满意
20feda3f32f5,男,45,36-45,香港特别行政区,王家大院,历史建筑,4A,晋中市,山西,55,2025-02-01,2025,2,1,2.8,55.0,55,0.0,4.7,是,2932.0,2.0,"南岳衡山,泸沽湖(云南部分),大庆铁人纪念馆,宁德鸳鸯溪,太行山大峡谷",飞机+大巴,冬季,是,强烈推荐,非常满意
ad89712b853f,女,27,26-35,内蒙古自治区,福州三山两塔,历史文化,4A,福州市,福建,0,2022-12-28,2022,12,4,2.4,88.67,0,88.67,4.7,否,,,,,冬季,否,强烈推荐,非常满意
4fc0f95e56fb,男,61,56+,陕西省,六鼎山,宗教文化,5A,延边州,吉林,110,2025-04-27,2025,4,2,6.8,494.12,110,384.12,4.3,否,,,,,春季,是,推荐,满意
a48edaa0c5c0,男,43,36-45,台湾省,田子坊,文化艺术,3A,上海市,上海,0,2024-11-11,2024,11,4,5.8,10.24,0,10.24,3.6,是,5514.0,4.0,"黄龙,吴桥杂技大世界,紫鹊界梯田",高铁+大巴,秋季,否,推荐,满意
072e09c32bd4,女,61,56+,河北省,成都大熊猫繁育基地,动物园,4A,成都市,四川,58,2023-08-23,2023,8,3,4.3,58.0,58,0.0,4.3,否,,,,,夏季,否,推荐,满意
792aa6f1730b,男,42,36-45,海南省,石林,自然奇观,5A,昆明市,云南,130,2023-09-03,2023,9,3,2.4,332.58000000000004,130,202.58,4.1,否,,,,,秋季,是,推荐,满意
75c288e57195,男,46,46-55,山西省,桂林漓江,自然风光,5A,桂林市,广西,210,2024-03-01,2024,3,1,2.6,210.0,210,0.0,4.5,否,,,,,春季,否,强烈推荐,非常满意
31a99e52751e,女,33,26-35,山西省,扎龙自然保护区,自然风光,4A,齐齐哈尔市,黑龙江,65,2022-11-26,2022,11,4,2.9,524.6,65,459.6,4.7,否,,,,,秋季,是,强烈推荐,非常满意
14c119950dfe,男,46,46-55,黑龙江省,豫园,历史建筑,4A,上海市,上海,40,2022-12-13,2022,12,4,7.3,40.0,40,0.0,4.8,是,6335.0,3.0,"圆明园遗址公园,长沙世界之窗,惠州西湖,太姥山,花果山,茅山",飞机+大巴,冬季,否,强烈推荐,非常满意
9b9a7109f574,男,46,46-55,西藏自治区,阳朔西街,古镇风情,4A,桂林市,广西,0,2023-07-08,2023,7,3,7.4,472.47,0,472.47,3.9,是,769.0,2.0,"北京野生动物园,大唐芙蓉园,上海博物馆,山海关,净月潭,扎龙自然保护区",飞机+大巴,夏季,是,推荐,满意
55a13c5c27ae,女,30,26-35,浙江省,百色起义纪念馆,红色旅游,4A,百色市,广西,0,2022-07-07,2022,7,3,3.4,96.25,0,96.25,4.6,否,,,,,夏季,否,强烈推荐,非常满意
081b8d3aad89,男,25,18-25,北京市,南浔古镇,古镇风情,5A,湖州市,浙江,80,2025-04-05,2025,4,2,1.3,382.56,80,302.56,4.6,是,3031.0,4.0,"上海博物馆,泉州清境桃源,三清山,罗浮山,龙门石窟",飞机+大巴,春季,是,强烈推荐,非常满意
5132e987e511,男,44,36-45,宁夏回族自治区,上海科技馆,科普教育,5A,上海市,上海,45,2023-10-30,2023,10,4,6.6,364.36,45,319.36,5.0,否,,,,,秋季,是,强烈推荐,非常满意
78d057b81782,女,70,56+,湖北省,黄帝陵,历史文化,5A,延安市,陕西,75,2024-04-09,2024,4,2,6.3,552.03,75,477.03,4.4,是,769.0,2.0,"北京野生动物园,大唐芙蓉园,上海博物馆,山海关,净月潭,扎龙自然保护区",飞机+大巴,春季,否,推荐,满意
6dd72009e901,男,32,26-35,甘肃省,日照海滨国家森林公园,自然风光,4A,日照市,山东,60,2022-07-16,2022,7,3,3.3,525.3,60,465.3,4.3,否,,,,,夏季,是,推荐,满意
e808cbcadd0d,女,53,46-55,广东省,仙桃梦里水乡,自然风光,4A,仙桃市,湖北,100,2024-06-13,2024,6,2,2.7,100.0,100,0.0,4.3,否,,,,,夏季,否,推荐,满意
9975e8f0bc95,女,36,36-45,北京市,咸宁九宫山,自然风光,4A,咸宁市,湖北,60,2024-02-01,2024,2,1,4.6,328.23,60,268.23,4.0,否,,,,,冬季,是,推荐,满意
fe7e71cdb51a,男,62,56+,内蒙古自治区,天门陆羽故里,历史文化,4A,天门市,湖北,60,2023-09-15,2023,9,3,2.1,60.0,60,0.0,4.0,是,1049.0,6.0,"三亚大小洞天,蜈支洲岛,锦里",高铁+大巴,秋季,否,推荐,满意
24d830a14eec,男,42,36-45,北京市,杭州西溪湿地,自然风光,5A,杭州市,浙江,80,2023-11-08,2023,11,4,6.8,502.55,80,422.55,4.2,是,706.0,4.0,"苏州虎丘,金山岭长城,清东陵,天门山,崀山",高铁+大巴,秋季,否,推荐,满意
3d546902f811,男,29,26-35,广东省,桂林象鼻山,自然风光,4A,桂林市,广西,55,2023-06-02,2023,6,2,1.4,55.0,55,0.0,4.0,是,2071.0,3.0,"大连森林动物园,钦州三娘湾,分界洲岛",高铁+大巴,夏季,否,推荐,满意
2ef81c392346,男,27,26-35,青海省,老君山,自然文化,5A,洛阳市,河南,100,2022-07-04,2022,7,3,1.3,100.0,100,0.0,4.8,是,5006.0,5.0,"亳州花戏楼,798艺术区,铜陵天井湖",高铁+大巴,夏季,否,强烈推荐,非常满意
851d9708fc49,女,55,46-55,湖南省,都江堰,历史遗址,5A,成都市,四川,90,2022-08-02,2022,8,3,3.5,90.0,90,0.0,4.7,否,,,,,夏季,否,强烈推荐,非常满意
4f1dc9e9c007,女,55,46-55,天津市,无锡影视基地,主题公园,5A,无锡市,江苏,150,2023-04-16,2023,4,2,2.2,261.14,150,111.14,4.3,否,,,,,春季,是,推荐,满意
1e8070c775f3,女,36,36-45,湖南省,亳州花戏楼,历史建筑,4A,亳州市,安徽,60,2022-11-09,2022,11,4,7.1,526.0699999999999,60,466.07,4.2,否,,,,,秋季,否,推荐,满意
400f2b7938fe,男,57,56+,辽宁省,广州长隆旅游度假区,主题公园,5A,广州市,广东,350,2024-10-27,2024,10,4,3.2,708.4100000000001,350,358.41,4.4,是,3762.0,6.0,"大明湖,白洋淀,丹东凤凰山,都江堰,湛江湖光岩,白山长白山大峡谷",高铁+大巴,秋季,是,推荐,满意
9d20083d2dc5,女,22,18-25,内蒙古自治区,上海世纪公园,城市公园,4A,上海市,上海,10,2025-04-15,2025,4,2,7.9,10.0,10,0.0,3.7,是,5959.0,1.0,"晋祠,黄山,海口火山口,泸沽湖,上海世纪公园,松花湖",空调大巴,春季,否,推荐,满意
672dbdefd090,女,43,36-45,海南省,本溪水洞,自然奇观,5A,本溪市,辽宁,110,2024-02-21,2024,2,1,3.2,131.02,110,21.02,4.4,否,,,,,冬季,是,推荐,满意
5f9eb30835aa,男,45,36-45,甘肃省,雍和宫,宗教文化,4A,北京市,北京,25,2022-10-26,2022,10,4,4.2,341.45,25,316.45,3.8,否,,,,,秋季,是,推荐,满意
fb0a02ea9b0b,男,41,36-45,广东省,文昌东郊椰林,自然风光,3A,文昌市,海南,0,2023-10-09,2023,10,4,2.3,0.0,0,0.0,4.1,是,1669.0,1.0,"八里河,太阳岛,白云山,千佛山,鼓浪屿",空调大巴,秋季,是,推荐,满意
03bdbb87e3f5,男,47,46-55,重庆市,鹤岗萝北名山岛,自然风光,4A,鹤岗市,黑龙江,50,2024-05-14,2024,5,2,3.9,478.8,50,428.8,4.2,是,1853.0,3.0,"同里古镇,上海野生动物园,三亚大小洞天",空调大巴,春季,否,推荐,满意
660553902cbd,女,51,46-55,澳门特别行政区,石林,自然奇观,5A,昆明市,云南,130,2022-12-18,2022,12,4,3.7,351.47,130,221.47,4.2,否,,,,,冬季,是,推荐,满意
df1b86bd674d,男,58,56+,广东省,贵港桂平西山,自然文化,4A,贵港市,广西,80,2022-06-25,2022,6,2,4.3,505.65,80,425.65,4.4,否,,,,,夏季,是,推荐,满意
4271f5b6521b,女,34,26-35,浙江省,大觉山,自然风光,5A,抚州市,江西,60,2024-10-23,2024,10,4,3.3,60.0,60,0.0,5.0,是,2298.0,4.0,"海螺沟,宁波天一阁,大连星海广场,黄龙,大连老虎滩海洋公园",空调大巴,秋季,是,强烈推荐,非常满意
abbe6d8f5d05,男,51,46-55,陕西省,上海野生动物园,动物园,5A,上海市,上海,165,2022-12-07,2022,12,4,2.3,562.46,165,397.46,4.7,是,2288.0,4.0,"太姥山,三坊七巷,长白山",飞机+大巴,冬季,否,强烈推荐,非常满意
7c350a7ba55c,男,43,36-45,广西壮族自治区,北京动物园,动物园,4A,北京市,北京,15,2024-05-03,2024,5,2,1.1,429.83,15,414.83,4.2,否,,,,,春季,否,推荐,满意
2cffd2995746,男,67,56+,西藏自治区,通天岩,自然文化,4A,赣州市,江西,60,2025-01-30,2025,1,1,5.1,368.94,60,308.94,4.5,是,1397.0,1.0,"天下第一泉,北海公园,西岭雪山,衡水湖,上饶集中营",空调大巴,冬季,是,强烈推荐,非常满意
1d95ce953e1e,男,18,18-25,陕西省,南锣鼓巷,历史文化,4A,北京市,北京,0,2023-05-20,2023,5,2,6.7,107.61,0,107.61,4.5,是,6313.0,6.0,"古北水镇,七台河勃利西大圈,河池巴马长寿村,天门山,青岛海滨风景区",飞机+大巴,春季,是,强烈推荐,非常满意
d33ec2f6a43f,女,52,46-55,云南省,南岳衡山,自然文化,5A,衡阳市,湖南,110,2022-06-11,2022,6,2,1.1,110.0,110,0.0,4.2,否,,,,,夏季,是,推荐,满意
f67d5056b82e,女,35,26-35,湖北省,花果山,自然文化,5A,连云港市,江苏,90,2025-02-01,2025,2,1,5.6,133.57999999999998,90,43.58,4.9,否,,,,,冬季,是,强烈推荐,非常满意
a946046c2cce,男,43,36-45,天津市,崇圣寺三塔,宗教文化,5A,大理州,云南,75,2024-11-22,2024,11,4,5.0,75.0,75,0.0,4.2,是,2288.0,2.0,"东莞可园,白水洋,桂林两江四湖,青岛海滨风景区,桂林象鼻山,向海自然保护区",空调大巴,秋季,否,推荐,满意
4364d0ed3fb5,男,60,56+,广西壮族自治区,清西陵,历史遗址,5A,保定市,河北,90,2024-12-26,2024,12,4,7.8,90.0,90,0.0,4.4,否,,,,,冬季,否,推荐,满意
c8fc72182efd,女,56,56+,内蒙古自治区,莽山,自然风光,4A,郴州市,湖南,80,2024-09-29,2024,9,3,4.4,520.22,80,440.22,5.0,否,,,,,秋季,是,强烈推荐,非常满意
554447905812,男,27,26-35,陕西省,防城港十万大山,自然风光,4A,防城港市,广西,60,2024-11-14,2024,11,4,7.0,60.0,60,0.0,4.2,否,,,,,秋季,否,推荐,满意
442eb7ccd6c2,男,61,56+,台湾省,仙女湖,自然风光,4A,新余市,江西,90,2023-04-13,2023,4,2,2.4,269.89,90,179.89,4.9,否,,,,,春季,否,强烈推荐,非常满意
8750a20f43a5,男,65,56+,宁夏回族自治区,宽窄巷子,历史文化,3A,成都市,四川,0,2024-12-29,2024,12,4,2.4,330.24,0,330.24,3.9,否,,,,,冬季,是,推荐,满意
2ef201f64433,男,56,56+,甘肃省,百色起义纪念馆,红色旅游,4A,百色市,广西,0,2024-07-22,2024,7,3,1.5,484.45,0,484.45,3.9,否,,,,,夏季,否,推荐,满意
4f88ceaa0a2b,女,47,46-55,浙江省,和顺古镇,古镇风情,4A,保山市,云南,55,2024-06-09,2024,6,2,3.2,55.0,55,0.0,4.2,否,,,,,夏季,是,推荐,满意
f771cacd79db,男,32,26-35,江西省,百色起义纪念馆,红色旅游,4A,百色市,广西,0,2025-03-15,2025,3,1,3.9,296.65,0,296.65,4.2,否,,,,,春季,是,推荐,满意
5ac06286cb2d,女,55,46-55,甘肃省,柳叶湖,自然风光,4A,常德市,湖南,0,2023-12-14,2023,12,4,6.2,115.36,0,115.36,4.0,是,1234.0,1.0,"景德镇陶瓷博物馆,夫子庙秦淮风光带,北海公园,三清山",飞机+大巴,冬季,否,推荐,满意
63fba74e33fc,男,27,26-35,河北省,烟台山,自然风光,4A,烟台市,山东,50,2022-09-16,2022,9,3,1.2,83.24000000000001,50,33.24,4.4,是,6652.0,1.0,"吉林北山,老君山,田子坊,三峡大坝,厦门园林植物园",高铁+大巴,秋季,否,推荐,满意
6f1c423438eb,女,42,36-45,陕西省,查干湖,自然风光,4A,松原市,吉林,25,2022-11-16,2022,11,4,7.3,365.45,25,340.45,3.9,否,,,,,秋季,否,推荐,满意
b2dc864f2d86,男,55,46-55,香港特别行政区,丹东凤凰山,自然风光,4A,丹东市,辽宁,80,2023-01-24,2023,1,1,6.1,456.54,80,376.54,4.7,是,1068.0,6.0,"庐山,琼海博鳌亚洲论坛,常州中华恐龙园,杭州西溪湿地",空调大巴,冬季,是,强烈推荐,非常满意
7fb99186600e,女,64,56+,黑龙江省,明月山,自然风光,5A,宜春市,江西,95,2024-11-26,2024,11,4,3.5,105.8,95,10.8,4.0,否,,,,,秋季,否,推荐,满意
f5c11d4d2c04,男,25,18-25,陕西省,松花湖,自然风光,4A,吉林市,吉林,50,2024-04-19,2024,4,2,5.4,133.38,50,83.38,4.6,否,,,,,春季,否,强烈推荐,非常满意
198bc98f890a,男,54,46-55,云南省,金鸡湖,城市景观,5A,苏州市,江苏,0,2022-06-05,2022,6,2,6.8,158.15,0,158.15,4.2,是,2123.0,2.0,"通天岩,皇城相府,木兰文化生态旅游区,孝感双峰山",飞机+大巴,夏季,是,推荐,满意
57d727c11cff,女,43,36-45,山西省,鄱阳湖,自然风光,4A,九江市,江西,0,2025-01-29,2025,1,1,1.7,0.0,0,0.0,4.5,否,,,,,冬季,是,强烈推荐,非常满意
f6d92695c151,男,28,26-35,湖北省,同里古镇,古镇风情,5A,苏州市,江苏,100,2024-03-20,2024,3,1,2.5,120.28,100,20.28,4.4,是,6412.0,5.0,"延边朝鲜族民俗园,瀛湖,张家界武陵源",空调大巴,春季,否,推荐,满意
37ced96361d6,男,42,36-45,重庆市,南岳衡山,自然文化,5A,衡阳市,湖南,110,2022-11-28,2022,11,4,2.3,529.48,110,419.48,4.2,否,,,,,秋季,否,推荐,满意
3e529e9aa757,男,42,36-45,广东省,中央大街,历史文化,4A,哈尔滨市,黑龙江,0,2022-06-05,2022,6,2,4.3,129.06,0,129.06,4.3,否,,,,,夏季,是,推荐,满意
88e48120cc17,女,21,18-25,湖南省,三亚亚龙湾,自然风光,4A,三亚市,海南,0,2023-06-25,2023,6,2,3.8,312.3,0,312.3,4.1,是,855.0,2.0,"七台河勃利西大圈,鸡西兴凯湖,松花湖",飞机+大巴,夏季,是,推荐,满意
c1e0ec96ba5d,男,40,36-45,香港特别行政区,延边朝鲜族民俗园,民俗文化,4A,延边州,吉林,30,2023-02-18,2023,2,1,4.0,30.0,30,0.0,3.9,是,7818.0,4.0,"巢湖,长沙世界之窗,中山孙中山故居,八达岭长城,长白山",飞机+大巴,冬季,是,推荐,满意
ac0e3062228f,男,51,46-55,新疆维吾尔自治区,温州楠溪江,自然风光,4A,温州市,浙江,50,2023-01-03,2023,1,1,2.5,393.65,50,343.65,5.0,否,,,,,冬季,是,强烈推荐,非常满意
00b722756d6b,男,43,36-45,黑龙江省,嵖岈山,自然风光,5A,驻马店市,河南,70,2024-09-18,2024,9,3,6.8,546.8299999999999,70,476.83,4.9,否,,,,,秋季,否,强烈推荐,非常满意
d14e3e7cd448,女,27,26-35,上海市,福建土楼,历史建筑,5A,龙岩市,福建,100,2023-10-28,2023,10,4,1.6,382.91,100,282.91,4.5,否,,,,,秋季,是,强烈推荐,非常满意
240b472738ec,女,35,26-35,河南省,龙虎山,自然文化,5A,鹰潭市,江西,165,2024-04-23,2024,4,2,5.1,329.72,165,164.72,5.0,否,,,,,春季,否,强烈推荐,非常满意
c1cb1ca4a558,男,40,36-45,澳门特别行政区,千佛山,自然文化,4A,济南市,山东,30,2025-02-27,2025,2,1,1.1,127.89,30,97.89,4.0,是,1569.0,6.0,"西樵山,湛江湖光岩,邢台大峡谷,绥化金龟山庄,哈尔滨冰雪大世界",高铁+大巴,冬季,是,推荐,满意
e969f2c200cb,男,42,36-45,湖南省,大连星海广场,城市景观,4A,大连市,辽宁,0,2023-05-23,2023,5,2,1.4,0.0,0,0.0,4.4,是,3405.0,1.0,"百色起义纪念馆,茅山,邢台大峡谷",空调大巴,春季,否,推荐,满意
c63969e07096,男,30,26-35,澳门特别行政区,青城山,宗教文化,5A,成都市,四川,90,2025-03-19,2025,3,1,7.6,534.0,90,444.0,4.2,是,7143.0,4.0,"徐州云龙湖,红旗渠,梧州骑楼城,三江程阳八寨",空调大巴,春季,否,推荐,满意
32d708e68cad,女,63,56+,香港特别行政区,伊春五营国家森林公园,自然风光,4A,伊春市,黑龙江,60,2023-10-16,2023,10,4,4.6,544.4100000000001,60,484.41,4.0,否,,,,,秋季,是,推荐,满意
b94705029308,女,42,36-45,陕西省,大同火山群,自然奇观,4A,大同市,山西,0,2024-09-06,2024,9,3,6.9,61.66,0,61.66,4.2,是,1068.0,6.0,"庐山,琼海博鳌亚洲论坛,常州中华恐龙园,杭州西溪湿地",空调大巴,秋季,否,推荐,满意
7178b3d2c407,男,26,26-35,新疆维吾尔自治区,玉龙雪山,自然风光,5A,丽江市,云南,130,2024-05-20,2024,5,2,1.1,364.04,130,234.04,5.0,否,,,,,春季,否,强烈推荐,非常满意
c6c8074a6c3d,男,60,56+,内蒙古自治区,正定隆兴寺,宗教文化,4A,石家庄市,河北,50,2024-11-06,2024,11,4,5.5,50.0,50,0.0,4.8,否,,,,,秋季,否,强烈推荐,非常满意
12505300d5d5,男,41,36-45,天津市,天台山,自然文化,5A,台州市,浙江,65,2025-04-19,2025,4,2,5.5,256.66,65,191.66,4.8,是,4107.0,2.0,"衢州江郎山,回民街,三河古镇,小浪底,九华山,黄龙",高铁+大巴,春季,是,强烈推荐,非常满意
993f0318136d,男,68,56+,广西壮族自治区,正定隆兴寺,宗教文化,4A,石家庄市,河北,50,2023-02-20,2023,2,1,5.3,530.47,50,480.47,4.3,否,,,,,冬季,是,推荐,满意
487c25f39219,女,66,56+,陕西省,圣索菲亚教堂,历史建筑,4A,哈尔滨市,黑龙江,20,2022-08-05,2022,8,3,7.3,265.51,20,245.51,3.9,否,,,,,夏季,否,推荐,满意
b36b203d6af8,女,44,36-45,内蒙古自治区,周庄古镇,古镇风情,5A,苏州市,江苏,100,2022-07-30,2022,7,3,5.8,151.9,100,51.9,4.6,否,,,,,夏季,是,强烈推荐,非常满意
d1939f2cb1ff,女,31,26-35,吉林省,龟峰,自然风光,5A,上饶市,江西,60,2024-02-06,2024,2,1,2.1,229.67,60,169.67,4.5,否,,,,,冬季,是,强烈推荐,非常满意
4b04af45d3df,男,52,46-55,上海市,南平和平古镇,古镇风情,4A,南平市,福建,70,2022-07-09,2022,7,3,6.2,194.52,70,124.52,4.0,否,,,,,夏季,是,推荐,满意
066b48c641a5,男,18,18-25,台湾省,鸡西兴凯湖,自然风光,4A,鸡西市,黑龙江,45,2023-09-26,2023,9,3,4.5,434.5,45,389.5,4.6,否,,,,,秋季,否,强烈推荐,非常满意
125b01b3f8c7,女,28,26-35,贵州省,崇圣寺三塔,宗教文化,5A,大理州,云南,75,2024-08-07,2024,8,3,7.0,502.78,75,427.78,4.2,否,,,,,夏季,否,推荐,满意
9e8bad055f20,男,20,18-25,辽宁省,惠州西湖,自然风光,4A,惠州市,广东,0,2023-10-08,2023,10,4,4.1,469.96,0,469.96,4.6,否,,,,,秋季,是,强烈推荐,非常满意
e38e84be7d5f,男,50,46-55,青海省,鸡公山,自然风光,4A,信阳市,河南,60,2024-02-17,2024,2,1,3.0,77.63,60,17.63,4.6,是,4107.0,2.0,"衢州江郎山,回民街,三河古镇,小浪底,九华山,黄龙",高铁+大巴,冬季,是,强烈推荐,非常满意
82e289e9ea64,女,67,56+,河北省,云南民族村,主题公园,4A,昆明市,云南,90,2025-02-19,2025,2,1,2.9,90.0,90,0.0,4.5,是,4724.0,7.0,"鹤岗萝北名山岛,西塘古镇,常州中华恐龙园,金石滩,金山岭长城",空调大巴,冬季,是,强烈推荐,非常满意
eddb42cdec31,女,56,56+,澳门特别行政区,东莞可园,历史建筑,4A,东莞市,广东,8,2024-08-22,2024,8,3,6.1,285.95,8,277.95,4.1,否,,,,,夏季,否,推荐,满意
877e2666e733,男,44,36-45,重庆市,露水河国家森林公园,自然风光,4A,白山市,吉林,60,2023-04-30,2023,4,2,3.0,511.4,60,451.4,4.9,否,,,,,春季,是,强烈推荐,非常满意
1438fefc0b25,男,30,26-35,甘肃省,湖南省博物馆,文博院馆,4A,长沙市,湖南,0,2025-01-26,2025,1,1,3.1,0.0,0,0.0,4.8,否,,,,,冬季,是,强烈推荐,非常满意
d1577c4fc88d,女,47,46-55,香港特别行政区,悬空寺,宗教文化,4A,大同市,山西,125,2024-02-24,2024,2,1,2.1,125.0,125,0.0,4.4,否,,,,,冬季,是,推荐,满意
05fa617b2a18,女,65,56+,广东省,恭王府,历史建筑,5A,北京市,北京,40,2022-05-04,2022,5,2,6.1,159.76,40,119.76,4.6,否,,,,,春季,否,强烈推荐,非常满意
bd82635154f1,男,70,56+,天津市,陈家祠,历史建筑,4A,广州市,广东,10,2024-02-11,2024,2,1,4.5,132.17000000000002,10,122.17,4.5,是,934.0,4.0,"上海环球金融中心,泉州清境桃源,南山文化旅游区,王家大院,荆门明显陵,黄帝陵",空调大巴,冬季,是,强烈推荐,非常满意
e206aabf3b2b,男,49,46-55,吉林省,白马寺,宗教文化,4A,洛阳市,河南,35,2022-12-18,2022,12,4,4.0,194.72,35,159.72,3.7,否,,,,,冬季,是,推荐,满意
2a6ff0ccd7f8,男,55,46-55,内蒙古自治区,阳朔西街,古镇风情,4A,桂林市,广西,0,2025-03-09,2025,3,1,1.4,0.0,0,0.0,4.2,是,1023.0,1.0,"乔家大院,荆门明显陵,盐城丹顶鹤湿地",飞机+大巴,春季,是,推荐,满意
15cc31d9fa16,女,25,18-25,辽宁省,东林寺,宗教文化,4A,九江市,江西,0,2025-03-16,2025,3,1,4.9,0.0,0,0.0,4.3,否,,,,,春季,是,推荐,满意
0b469a0c4a18,男,36,36-45,贵州省,朝阳凤凰山,自然文化,4A,朝阳市,辽宁,60,2022-08-02,2022,8,3,5.8,60.0,60,0.0,4.5,是,3780.0,2.0,"亚布力滑雪场,三明泰宁大金湖,青城山,太极洞,中山孙中山故居,九一八历史博物馆",飞机+大巴,夏季,否,强烈推荐,非常满意
