景点名称,所在城市,所在省份,景点类型,景点等级,游客样本量,平均评分,平均消费金额,平均门票价格,平均访问时长(小时),跟团占比(%),节假日访问占比(%),高频季节,高频交通方式,高频游客来源省,推荐程度分布,满意度分布,匹配素材标题,匹配素材路径,预览图路径
抚仙湖,玉溪市,云南,自然风光,4A,226,4.69,179.91,0.0,4.43,32.74,47.79,春季(62) / 冬季(59),高铁+大巴(28) / 飞机+大巴(24) / 空调大巴(22),山西省(11) / 吉林省(11) / 云南省(10) / 安徽省(10) / 江西省(9),强烈推荐(173) / 推荐(53),非常满意(173) / 满意(53),,,
四姑娘山,阿坝州,四川,自然风光,4A,226,4.62,308.01,150.0,4.55,30.97,43.36,夏季(63) / 冬季(57),高铁+大巴(25) / 飞机+大巴(23) / 空调大巴(22),湖南省(11) / 吉林省(11) / 西藏自治区(11) / 上海市(10) / 山西省(10),强烈推荐(157) / 推荐(69),非常满意(157) / 满意(69),四姑娘山,D:\wzb\全部131个景点\四姑娘山.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_036.png
三明泰宁大金湖,三明市,福建,自然风光,5A,226,4.6,253.98,80.0,4.35,26.99,43.81,夏季(68) / 秋季(57),空调大巴(24) / 飞机+大巴(22) / 高铁+大巴(15),新疆维吾尔自治区(13) / 广西壮族自治区(12) / 黑龙江省(10) / 澳门特别行政区(10) / 山西省(10),强烈推荐(147) / 推荐(79),非常满意(147) / 满意(79),,,
娲皇宫,邯郸市,河北,宗教文化,5A,226,4.59,247.9,70.0,4.4,30.53,42.48,夏季(62) / 春季(60),空调大巴(29) / 飞机+大巴(21) / 高铁+大巴(19),甘肃省(10) / 宁夏回族自治区(10) / 上海市(10) / 江西省(10) / 江苏省(9),强烈推荐(140) / 推荐(86),非常满意(140) / 满意(86),,,
景德镇陶瓷博物馆,景德镇市,江西,文博院馆,4A,226,4.5,189.1,0.0,4.52,31.42,44.25,春季(60) / 秋季(56),飞机+大巴(24) / 空调大巴(24) / 高铁+大巴(23),澳门特别行政区(12) / 云南省(11) / 香港特别行政区(11) / 宁夏回族自治区(11) / 北京市(10),强烈推荐(119) / 推荐(107),非常满意(119) / 满意(107),,,
武夷山,南平市,福建,自然文化,5A,226,4.41,307.28,140.0,4.47,27.88,50.88,秋季(62) / 春季(57),空调大巴(25) / 飞机+大巴(21) / 高铁+大巴(17),新疆维吾尔自治区(12) / 西藏自治区(11) / 台湾省(11) / 海南省(10) / 湖北省(10),推荐(120) / 强烈推荐(106),满意(120) / 非常满意(106),武夷山旅游攻略,D:\wzb\全部131个景点\武夷山旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_074.png
大兴安岭漠河北极村,大兴安岭地区,黑龙江,自然风光,4A,226,4.4,246.87,68.0,4.5,25.66,46.02,春季(59) / 夏季(59),飞机+大巴(26) / 空调大巴(17) / 高铁+大巴(15),内蒙古自治区(16) / 湖北省(13) / 浙江省(9) / 北京市(9) / 江苏省(9),推荐(123) / 强烈推荐(103),满意(123) / 非常满意(103),,,
红旗渠,安阳市,河南,红色旅游,5A,226,4.36,257.0,80.0,4.4,32.74,42.04,夏季(63) / 冬季(58),高铁+大巴(27) / 空调大巴(25) / 飞机+大巴(22),安徽省(12) / 青海省(11) / 内蒙古自治区(9) / 澳门特别行政区(9) / 陕西省(9),推荐(136) / 强烈推荐(90),满意(136) / 非常满意(90),,,
八里沟,新乡市,河南,自然风光,4A,226,4.32,268.88,80.0,4.53,27.43,43.81,冬季(59) / 春季(59),空调大巴(23) / 高铁+大巴(20) / 飞机+大巴(19),重庆市(14) / 湖南省(13) / 江苏省(12) / 新疆维吾尔自治区(10) / 北京市(9),推荐(137) / 强烈推荐(89),满意(137) / 非常满意(89),,,
天门陆羽故里,天门市,湖北,历史文化,4A,226,4.3,218.92,60.0,4.16,28.32,42.92,夏季(64) / 春季(64),飞机+大巴(26) / 高铁+大巴(23) / 空调大巴(15),贵州省(12) / 四川省(11) / 西藏自治区(10) / 陕西省(10) / 山西省(9),推荐(151) / 强烈推荐(75),满意(151) / 非常满意(75),,,
泸沽湖,凉山州,四川,自然风光,4A,226,4.28,268.26,70.0,4.61,33.63,52.21,冬季(67) / 秋季(57),高铁+大巴(34) / 空调大巴(23) / 飞机+大巴(19),青海省(13) / 云南省(12) / 江苏省(11) / 安徽省(11) / 河南省(10),推荐(156) / 强烈推荐(70),满意(156) / 非常满意(70),泸沽湖,D:\wzb\全部131个景点\泸沽湖.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_079.png
东莞可园,东莞市,广东,历史建筑,4A,226,4.02,180.27,8.0,4.45,31.42,46.46,春季(65) / 秋季(58),空调大巴(27) / 飞机+大巴(24) / 高铁+大巴(20),宁夏回族自治区(12) / 澳门特别行政区(11) / 福建省(11) / 陕西省(11) / 浙江省(10),推荐(213) / 强烈推荐(13),满意(213) / 非常满意(13),,,
南山文化旅游区,三亚市,海南,宗教文化,5A,225,4.74,305.71,129.0,4.62,27.11,44.44,夏季(63) / 春季(59),飞机+大巴(25) / 空调大巴(20) / 高铁+大巴(16),四川省(12) / 吉林省(11) / 河北省(10) / 湖北省(10) / 台湾省(10),强烈推荐(191) / 推荐(34),非常满意(191) / 满意(34),三亚旅游攻略,D:\wzb\全部131个景点\三亚旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_003.png
清江画廊,宜昌市,湖北,自然风光,5A,225,4.74,267.35,100.0,4.66,29.33,46.67,冬季(62) / 秋季(61),高铁+大巴(28) / 空调大巴(20) / 飞机+大巴(18),江西省(12) / 西藏自治区(12) / 北京市(11) / 澳门特别行政区(10) / 天津市(9),强烈推荐(186) / 推荐(39),非常满意(186) / 满意(39),,,
南浔古镇,湖州市,浙江,古镇风情,5A,225,4.69,263.44,80.0,4.37,30.22,46.67,春季(67) / 夏季(58),飞机+大巴(27) / 高铁+大巴(22) / 空调大巴(19),上海市(11) / 福建省(10) / 海南省(10) / 黑龙江省(10) / 香港特别行政区(10),强烈推荐(171) / 推荐(54),非常满意(171) / 满意(54),,,
皇城相府,晋城市,山西,历史建筑,5A,225,4.6,294.89,120.0,4.56,30.67,48.44,秋季(67) / 冬季(58),高铁+大巴(25) / 飞机+大巴(24) / 空调大巴(20),天津市(12) / 广西壮族自治区(11) / 安徽省(11) / 甘肃省(10) / 福建省(10),强烈推荐(143) / 推荐(82),非常满意(143) / 满意(82),,,
黄石国家矿山公园,黄石市,湖北,工业旅游,4A,225,4.5,235.56,50.0,4.77,28.44,48.44,春季(62) / 夏季(59),飞机+大巴(26) / 空调大巴(20) / 高铁+大巴(18),湖北省(18) / 北京市(11) / 安徽省(11) / 贵州省(10) / 陕西省(10),强烈推荐(123) / 推荐(102),非常满意(123) / 满意(102),,,
井冈山,吉安市,江西,红色旅游,5A,225,4.47,338.93,165.0,4.47,29.33,45.78,春季(62) / 秋季(60),飞机+大巴(24) / 高铁+大巴(22) / 空调大巴(20),重庆市(12) / 山东省(11) / 浙江省(11) / 辽宁省(10) / 内蒙古自治区(10),推荐(113) / 强烈推荐(112),满意(113) / 非常满意(112),,,
蓬莱阁,烟台市,山东,历史文化,5A,225,4.47,260.72,100.0,4.53,28.89,52.0,夏季(61) / 冬季(59),飞机+大巴(24) / 空调大巴(24) / 高铁+大巴(17),广东省(11) / 北京市(10) / 宁夏回族自治区(10) / 内蒙古自治区(10) / 山东省(10),强烈推荐(114) / 推荐(111),非常满意(114) / 满意(111),蓬莱旅游攻略,D:\wzb\全部131个景点\蓬莱旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_103.png
国家博物馆,北京市,北京,文博院馆,4A,225,4.4,161.72,0.0,4.65,27.56,48.0,夏季(65) / 冬季(61),高铁+大巴(23) / 飞机+大巴(23) / 空调大巴(16),湖北省(13) / 辽宁省(9) / 内蒙古自治区(9) / 江苏省(8) / 福建省(8),推荐(123) / 强烈推荐(102),满意(123) / 非常满意(102),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
威海华夏城,威海市,山东,主题公园,5A,225,4.39,264.93,98.0,4.65,28.44,44.0,夏季(60) / 秋季(58),飞机+大巴(28) / 空调大巴(21) / 高铁+大巴(15),甘肃省(12) / 香港特别行政区(11) / 河北省(11) / 云南省(10) / 海南省(10),推荐(129) / 强烈推荐(96),满意(129) / 非常满意(96),威海旅游攻略,D:\wzb\全部131个景点\威海旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_042.png
铁岭龙首山,铁岭市,辽宁,自然风光,4A,225,4.32,180.8,0.0,4.41,28.0,46.67,冬季(59) / 春季(58),飞机+大巴(22) / 空调大巴(21) / 高铁+大巴(20),河南省(12) / 黑龙江省(11) / 宁夏回族自治区(10) / 浙江省(10) / 青海省(10),推荐(130) / 强烈推荐(95),满意(130) / 非常满意(95),,,
黑河瑷珲古城,黑河市,黑龙江,历史文化,4A,225,4.32,222.05,50.0,4.4,28.44,44.89,春季(60) / 冬季(56),飞机+大巴(31) / 空调大巴(18) / 高铁+大巴(15),江苏省(12) / 北京市(11) / 甘肃省(11) / 云南省(10) / 澳门特别行政区(10),推荐(143) / 强烈推荐(82),满意(143) / 非常满意(82),,,
大同火山群,大同市,山西,自然奇观,4A,225,4.3,189.59,0.0,4.53,34.22,43.11,秋季(60) / 夏季(55),高铁+大巴(31) / 空调大巴(24) / 飞机+大巴(22),陕西省(13) / 广西壮族自治区(12) / 江苏省(12) / 河南省(12) / 台湾省(9),推荐(150) / 强烈推荐(75),满意(150) / 非常满意(75),大同,D:\wzb\全部131个景点\大同.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_037.png
梅里雪山,迪庆州,云南,自然风光,4A,225,4.24,332.66,150.0,4.49,26.22,44.44,秋季(68) / 春季(59),高铁+大巴(25) / 飞机+大巴(20) / 空调大巴(14),湖南省(10) / 江苏省(9) / 香港特别行政区(9) / 云南省(9) / 安徽省(9),推荐(148) / 强烈推荐(77),满意(148) / 非常满意(77),,,
延边朝鲜族民俗园,延边州,吉林,民俗文化,4A,225,4.1,211.28,30.0,4.37,31.11,48.89,冬季(65) / 夏季(58),空调大巴(25) / 飞机+大巴(23) / 高铁+大巴(22),福建省(13) / 云南省(12) / 广东省(11) / 西藏自治区(10) / 香港特别行政区(9),推荐(196) / 强烈推荐(29),满意(196) / 非常满意(29),,,
苏州园林,苏州市,江苏,历史文化,5A,224,4.74,240.44,90.0,4.23,31.25,42.86,秋季(67) / 夏季(62),高铁+大巴(24) / 空调大巴(23) / 飞机+大巴(23),湖南省(12) / 云南省(11) / 澳门特别行政区(10) / 海南省(9) / 河北省(9),强烈推荐(193) / 推荐(31),非常满意(193) / 满意(31),苏州旅游攻略,D:\wzb\全部131个景点\苏州旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_101.png
韶山,湘潭市,湖南,红色旅游,5A,224,4.7,233.91,60.0,4.43,29.91,38.39,春季(67) / 秋季(64),飞机+大巴(25) / 高铁+大巴(23) / 空调大巴(19),河南省(12) / 海南省(11) / 西藏自治区(10) / 江苏省(10) / 浙江省(9),强烈推荐(173) / 推荐(51),非常满意(173) / 满意(51),,,
镜泊湖,牡丹江市,黑龙江,自然风光,5A,224,4.67,270.72,100.0,4.31,30.8,44.2,夏季(63) / 冬季(63),飞机+大巴(26) / 高铁+大巴(24) / 空调大巴(19),浙江省(13) / 河南省(11) / 云南省(11) / 甘肃省(9) / 内蒙古自治区(9),强烈推荐(165) / 推荐(59),非常满意(165) / 满意(59),,,
八达岭长城,北京市,北京,历史文化,5A,224,4.6,200.92,40.0,4.46,32.59,42.86,春季(61) / 夏季(59),空调大巴(31) / 高铁+大巴(22) / 飞机+大巴(20),河南省(15) / 山东省(10) / 四川省(10) / 浙江省(10) / 贵州省(10),强烈推荐(144) / 推荐(80),非常满意(144) / 满意(80),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
正定隆兴寺,石家庄市,河北,宗教文化,4A,224,4.5,245.77,50.0,4.64,30.8,48.66,夏季(65) / 春季(55),飞机+大巴(27) / 高铁+大巴(23) / 空调大巴(19),新疆维吾尔自治区(11) / 江苏省(11) / 内蒙古自治区(10) / 重庆市(10) / 陕西省(10),强烈推荐(123) / 推荐(101),非常满意(123) / 满意(101),,,
龙门石窟,洛阳市,河南,历史文化,5A,224,4.5,261.16,90.0,4.74,27.68,48.21,春季(60) / 夏季(58),空调大巴(23) / 高铁+大巴(20) / 飞机+大巴(19),西藏自治区(10) / 宁夏回族自治区(10) / 广东省(10) / 河南省(10) / 江苏省(10),强烈推荐(118) / 推荐(106),非常满意(118) / 满意(106),洛阳,D:\wzb\全部131个景点\洛阳.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_080.png
荆州古城,荆州市,湖北,历史文化,4A,224,4.48,220.78,35.0,4.46,30.36,37.95,冬季(65) / 春季(62),飞机+大巴(26) / 高铁+大巴(22) / 空调大巴(20),湖南省(15) / 天津市(11) / 河南省(10) / 浙江省(10) / 台湾省(9),强烈推荐(115) / 推荐(109),非常满意(115) / 满意(109),,,
北京野生动物园,北京市,北京,动物园,4A,224,4.4,321.32,150.0,4.51,29.91,43.75,秋季(65) / 春季(62),高铁+大巴(31) / 空调大巴(20) / 飞机+大巴(16),江苏省(13) / 辽宁省(12) / 海南省(11) / 广西壮族自治区(10) / 湖南省(9),推荐(127) / 强烈推荐(97),满意(127) / 非常满意(97),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
青岛啤酒博物馆,青岛市,山东,工业旅游,4A,224,4.39,241.64,60.0,4.33,29.02,49.55,冬季(61) / 秋季(58),飞机+大巴(28) / 高铁+大巴(22) / 空调大巴(15),浙江省(14) / 香港特别行政区(12) / 河南省(12) / 山西省(10) / 江苏省(10),推荐(121) / 强烈推荐(103),满意(121) / 非常满意(103),青岛旅游攻略,D:\wzb\全部131个景点\青岛旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_124.png
朝阳凤凰山,朝阳市,辽宁,自然文化,4A,224,4.23,213.55,60.0,4.64,30.8,45.09,冬季(66) / 夏季(56),高铁+大巴(26) / 飞机+大巴(24) / 空调大巴(19),广东省(10) / 江苏省(10) / 台湾省(10) / 贵州省(9) / 江西省(9),推荐(162) / 强烈推荐(62),满意(162) / 非常满意(62),凤凰,D:\wzb\全部131个景点\凤凰.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_017.png
廊坊天下第一城,廊坊市,河北,主题公园,4A,224,4.11,256.77,80.0,4.66,35.27,54.46,冬季(64) / 秋季(59),飞机+大巴(30) / 高铁+大巴(28) / 空调大巴(21),福建省(13) / 江苏省(13) / 澳门特别行政区(12) / 河南省(11) / 台湾省(11),推荐(184) / 强烈推荐(40),满意(184) / 非常满意(40),,,
北京植物园,北京市,北京,植物园,4A,224,3.99,182.53,10.0,4.45,28.12,42.86,夏季(62) / 春季(60),高铁+大巴(24) / 飞机+大巴(20) / 空调大巴(19),台湾省(11) / 上海市(10) / 青海省(10) / 陕西省(10) / 天津市(9),推荐(209) / 强烈推荐(15),满意(209) / 非常满意(15),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
锦里,成都市,四川,历史文化,3A,224,3.68,178.66,0.0,4.54,32.59,44.64,春季(64) / 冬季(60),高铁+大巴(32) / 飞机+大巴(26) / 空调大巴(15),台湾省(12) / 天津市(12) / 北京市(11) / 河南省(11) / 广东省(10),推荐(164) / 一般(60),满意(164) / 一般(60),成都攻略,D:\wzb\全部131个景点\成都攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_057.png
张家界武陵源,张家界市,湖南,自然风光,5A,223,4.79,406.12,225.0,4.41,34.08,40.81,夏季(62) / 秋季(58),空调大巴(30) / 高铁+大巴(23) / 飞机+大巴(23),西藏自治区(16) / 广西壮族自治区(13) / 安徽省(11) / 青海省(11) / 四川省(10),强烈推荐(189) / 推荐(34),非常满意(189) / 满意(34),张家界,D:\wzb\全部131个景点\张家界.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_055.png
都江堰,成都市,四川,历史遗址,5A,223,4.59,280.11,90.0,4.2,31.84,47.09,春季(58) / 夏季(57),飞机+大巴(28) / 高铁+大巴(26) / 空调大巴(17),辽宁省(13) / 海南省(13) / 北京市(11) / 贵州省(10) / 陕西省(10),强烈推荐(138) / 推荐(85),非常满意(138) / 满意(85),都江堰,D:\wzb\全部131个景点\都江堰.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_114.png
上海大观园,上海市,上海,主题公园,4A,223,4.43,237.93,60.0,4.36,32.74,42.15,春季(66) / 秋季(57),空调大巴(29) / 飞机+大巴(24) / 高铁+大巴(20),宁夏回族自治区(14) / 河北省(11) / 湖南省(10) / 河南省(10) / 云南省(9),推荐(119) / 强烈推荐(104),满意(119) / 非常满意(104),上海旅游攻略,D:\wzb\全部131个景点\上海旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_005.png
西双版纳热带植物园,西双版纳州,云南,植物园,5A,223,4.4,249.22,80.0,4.44,27.35,45.74,春季(67) / 秋季(62),飞机+大巴(26) / 空调大巴(18) / 高铁+大巴(17),河南省(11) / 广西壮族自治区(10) / 海南省(10) / 湖北省(9) / 辽宁省(8),推荐(120) / 强烈推荐(103),满意(120) / 非常满意(103),西双版纳,D:\wzb\全部131个景点\西双版纳.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_106.png
王家大院,晋中市,山西,历史建筑,4A,223,4.33,227.95,55.0,4.32,29.15,50.22,冬季(69) / 春季(58),飞机+大巴(25) / 高铁+大巴(22) / 空调大巴(18),香港特别行政区(13) / 四川省(11) / 澳门特别行政区(10) / 江苏省(10) / 天津市(10),推荐(136) / 强烈推荐(87),满意(136) / 非常满意(87),,,
三坊七巷,福州市,福建,历史文化,5A,223,4.31,193.65,0.0,4.64,35.87,46.19,秋季(67) / 春季(55),飞机+大巴(35) / 高铁+大巴(24) / 空调大巴(21),贵州省(13) / 山西省(11) / 安徽省(11) / 陕西省(9) / 澳门特别行政区(8),推荐(136) / 强烈推荐(87),满意(136) / 非常满意(87),福州旅游攻略,D:\wzb\全部131个景点\福州旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_094.png
上海杜莎夫人蜡像馆,上海市,上海,主题展览,4A,223,4.31,375.21,190.0,4.54,33.18,41.7,春季(66) / 夏季(65),空调大巴(27) / 高铁+大巴(26) / 飞机+大巴(21),湖北省(10) / 宁夏回族自治区(10) / 北京市(9) / 山东省(9) / 四川省(8),推荐(143) / 强烈推荐(80),满意(143) / 非常满意(80),上海旅游攻略,D:\wzb\全部131个景点\上海旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_005.png
南京博物院,南京市,江苏,文博院馆,4A,223,4.0,174.73,0.0,4.48,28.7,47.98,秋季(71) / 春季(61),高铁+大巴(27) / 飞机+大巴(23) / 空调大巴(14),海南省(13) / 浙江省(13) / 江西省(11) / 西藏自治区(10) / 辽宁省(9),推荐(208) / 强烈推荐(15),满意(208) / 非常满意(15),南京旅游攻略,D:\wzb\全部131个景点\南京旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_024.png
太姥山,宁德市,福建,自然风光,5A,222,4.75,285.77,130.0,4.58,31.53,43.69,秋季(61) / 春季(60),飞机+大巴(25) / 高铁+大巴(24) / 空调大巴(21),浙江省(14) / 福建省(11) / 海南省(11) / 湖南省(9) / 西藏自治区(9),强烈推荐(186) / 推荐(36),非常满意(186) / 满意(36),,,
天柱山,安庆市,安徽,自然风光,5A,222,4.64,304.97,130.0,4.6,31.08,46.85,春季(61) / 夏季(55),空调大巴(24) / 飞机+大巴(23) / 高铁+大巴(22),河南省(13) / 天津市(11) / 湖南省(10) / 新疆维吾尔自治区(10) / 辽宁省(9),强烈推荐(156) / 推荐(66),非常满意(156) / 满意(66),,,
虎跳峡,迪庆州,云南,自然风光,4A,222,4.62,239.64,65.0,4.65,28.38,49.1,冬季(61) / 秋季(58),高铁+大巴(24) / 飞机+大巴(20) / 空调大巴(19),天津市(11) / 福建省(11) / 湖北省(10) / 重庆市(9) / 云南省(9),强烈推荐(151) / 推荐(71),非常满意(151) / 满意(71),,,
天坛公园,北京市,北京,历史文化,5A,222,4.6,178.44,15.0,4.25,29.28,44.14,秋季(61) / 冬季(59),飞机+大巴(24) / 高铁+大巴(22) / 空调大巴(19),海南省(15) / 河南省(13) / 浙江省(11) / 湖南省(10) / 云南省(9),强烈推荐(148) / 推荐(74),非常满意(148) / 满意(74),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
上海迪士尼乐园,上海市,上海,主题公园,5A,222,4.59,579.63,399.0,4.64,28.38,46.4,春季(64) / 冬季(59),高铁+大巴(26) / 空调大巴(23) / 飞机+大巴(14),西藏自治区(16) / 河南省(12) / 天津市(11) / 广西壮族自治区(10) / 贵州省(9),强烈推荐(140) / 推荐(82),非常满意(140) / 满意(82),上海旅游攻略,D:\wzb\全部131个景点\上海旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_005.png
泉州清境桃源,泉州市,福建,自然风光,4A,222,4.58,246.29,50.0,4.58,33.78,46.85,夏季(68) / 秋季(56),高铁+大巴(28) / 空调大巴(24) / 飞机+大巴(23),青海省(12) / 北京市(11) / 吉林省(10) / 广东省(10) / 贵州省(9),强烈推荐(138) / 推荐(84),非常满意(138) / 满意(84),,,
太原汾河公园,太原市,山西,城市公园,4A,222,4.37,187.32,0.0,4.53,23.42,44.14,春季(68) / 冬季(54),高铁+大巴(20) / 飞机+大巴(18) / 空调大巴(14),福建省(13) / 甘肃省(11) / 香港特别行政区(11) / 天津市(10) / 贵州省(10),推荐(128) / 强烈推荐(94),满意(128) / 非常满意(94),太原,D:\wzb\全部131个景点\太原.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_041.png
淄博周村古商城,淄博市,山东,古镇风情,4A,222,4.36,228.48,70.0,4.82,27.03,50.45,夏季(63) / 春季(58),空调大巴(22) / 飞机+大巴(19) / 高铁+大巴(19),山东省(11) / 广西壮族自治区(11) / 西藏自治区(11) / 湖南省(10) / 北京市(10),推荐(134) / 强烈推荐(88),满意(134) / 非常满意(88),,,
柳叶湖,常德市,湖南,自然风光,4A,222,4.3,160.06,0.0,4.54,36.04,45.5,秋季(69) / 夏季(53),高铁+大巴(30) / 飞机+大巴(27) / 空调大巴(23),四川省(13) / 广西壮族自治区(13) / 河南省(12) / 江苏省(12) / 新疆维吾尔自治区(11),推荐(141) / 强烈推荐(81),满意(141) / 非常满意(81),,,
随州炎帝故里,随州市,湖北,历史文化,4A,222,4.19,246.72,60.0,4.49,31.08,46.4,冬季(68) / 春季(63),飞机+大巴(26) / 高铁+大巴(22) / 空调大巴(21),宁夏回族自治区(13) / 海南省(12) / 澳门特别行政区(11) / 上海市(11) / 吉林省(10),推荐(167) / 强烈推荐(55),满意(167) / 非常满意(55),,,
太行大峡谷,安阳市,河南,自然风光,4A,222,4.13,318.17,140.0,4.44,27.93,42.34,秋季(58) / 夏季(56),高铁+大巴(25) / 飞机+大巴(20) / 空调大巴(17),台湾省(14) / 澳门特别行政区(11) / 吉林省(11) / 河南省(11) / 陕西省(10),推荐(185) / 强烈推荐(37),满意(185) / 非常满意(37),,,
河池巴马长寿村,河池市,广西,民俗文化,4A,222,4.09,181.18,0.0,4.47,36.04,41.89,春季(66) / 夏季(58),高铁+大巴(29) / 空调大巴(27) / 飞机+大巴(24),黑龙江省(12) / 贵州省(10) / 辽宁省(10) / 青海省(9) / 海南省(9),推荐(196) / 强烈推荐(26),满意(196) / 非常满意(26),,,
沙家浜,苏州市,江苏,红色旅游,5A,221,4.75,276.72,100.0,4.79,30.77,53.85,夏季(63) / 冬季(58),飞机+大巴(25) / 空调大巴(24) / 高铁+大巴(19),云南省(12) / 湖北省(11) / 西藏自治区(11) / 宁夏回族自治区(8) / 甘肃省(8),强烈推荐(195) / 推荐(26),非常满意(195) / 满意(26),苏州旅游攻略,D:\wzb\全部131个景点\苏州旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_101.png
南宁青秀山,南宁市,广西,自然风光,5A,221,4.66,187.93,20.0,4.33,27.6,45.7,冬季(60) / 秋季(57),高铁+大巴(23) / 飞机+大巴(20) / 空调大巴(18),浙江省(15) / 上海市(14) / 西藏自治区(12) / 河北省(10) / 新疆维吾尔自治区(10),强烈推荐(157) / 推荐(64),非常满意(157) / 满意(64),南宁旅游攻略,D:\wzb\全部131个景点\南宁旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_025.png
襄阳古隆中,襄阳市,湖北,历史文化,5A,221,4.61,248.56,87.0,4.57,31.67,48.42,秋季(58) / 冬季(57),高铁+大巴(26) / 飞机+大巴(24) / 空调大巴(20),贵州省(14) / 宁夏回族自治区(11) / 澳门特别行政区(11) / 广东省(11) / 西藏自治区(10),强烈推荐(152) / 推荐(69),非常满意(152) / 满意(69),,,
上海野生动物园,上海市,上海,动物园,5A,221,4.43,333.48,165.0,4.52,30.32,47.51,秋季(63) / 春季(56),高铁+大巴(31) / 飞机+大巴(20) / 空调大巴(16),上海市(13) / 贵州省(12) / 甘肃省(11) / 陕西省(10) / 广东省(10),强烈推荐(115) / 推荐(106),非常满意(115) / 满意(106),上海旅游攻略,D:\wzb\全部131个景点\上海旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_005.png
龙岩冠豸山,龙岩市,福建,自然风光,4A,221,4.4,290.46,115.0,4.5,32.13,50.68,秋季(62) / 夏季(56),飞机+大巴(28) / 高铁+大巴(26) / 空调大巴(17),海南省(13) / 辽宁省(12) / 澳门特别行政区(10) / 天津市(9) / 北京市(9),推荐(124) / 强烈推荐(97),满意(124) / 非常满意(97),,,
咸宁九宫山,咸宁市,湖北,自然风光,4A,221,4.33,234.82,60.0,4.57,28.51,43.44,夏季(62) / 春季(58),空调大巴(24) / 飞机+大巴(21) / 高铁+大巴(18),台湾省(11) / 江苏省(10) / 湖北省(10) / 黑龙江省(10) / 广东省(10),推荐(135) / 强烈推荐(86),满意(135) / 非常满意(86),,,
铜陵天井湖,铜陵市,安徽,自然风光,4A,221,4.21,156.94,0.0,4.38,27.15,45.25,夏季(68) / 冬季(60),飞机+大巴(22) / 空调大巴(20) / 高铁+大巴(18),上海市(12) / 西藏自治区(11) / 广东省(11) / 陕西省(10) / 青海省(10),推荐(164) / 强烈推荐(57),满意(164) / 非常满意(57),,,
仙桃梦里水乡,仙桃市,湖北,自然风光,4A,221,4.18,296.06,100.0,4.69,28.05,44.34,春季(63) / 夏季(57),高铁+大巴(25) / 飞机+大巴(20) / 空调大巴(17),广东省(12) / 陕西省(10) / 内蒙古自治区(10) / 甘肃省(9) / 贵州省(9),推荐(173) / 强烈推荐(48),满意(173) / 非常满意(48),,,
